,Code,First_name,Last_name,Team,Nation,Position,Rating
361,hallta02,Taylor,Hall,NJD,CA,LW,0.9137579644853885
362,hamhuda01,Dan,Hamhuis,DAL,CA,D,0.7839484600289107
363,hamildo01,Dougie,Hamilton,CGY,CA,D,0.8649137973677261
364,hamilfr01,Freddie,Hamilton,TOT,CA,C,0.6669165082536634
365,hamontr01,Travis,Hamonic,CGY,CA,D,0.7645927069822719
366,hanifno01,Noah,Hanifin,CAR,US,D,0.7939958676948525
367,hannima01,Markus,Hannikainen,CBJ,FI,LW,0.6993136950054397
368,hanseja01,Jannik,Hansen,SJS,DK,LW,0.7862113265756691
369,hanzama01,Martin,Hanzal,DAL,CS,C,0.8160861111358881
370,harpesh01,Shane,Harper,FLA,US,RW,0.7089111915487842
371,harpube01,Ben,Harpur,OTT,CA,D,0.6578838003866944
372,harrisc01,Scott,Harrington,CBJ,CA,D,0.7008299785908645
373,hartmry01,Ryan,Hartman,TOT,US,RW,0.7938389715137414
374,hartnsc01,Scott,Hartnell,NSH,CA,LW,0.8011453273429628
375,hathaga01,Garnet,Hathaway,CGY,US,RW,0.746661986441232
376,haulaer01,Erik,Haula,VEG,FI,LW,0.8334596027056407
377,haydejo01,John,Hayden,CHI,US,C,0.7724981002301025
378,hayesji01,Jimmy,Hayes,NJD,US,RW,0.7119522050964755
379,hayeske01,Kevin,Hayes,NYR,US,RW,0.817676998126933
380,hedmavi01,Victor,Hedman,TBL,SE,D,0.9101962458141091
381,heedti01,Tim,Heed,SJS,SE,D,0.8009450066596044
382,heineda01,Danton,Heinen,BOS,CA,C,0.8584693812827698
383,helgese01,Seth,Helgeson,NJD,US,D,0.6507427415382799
384,helmda01,Darren,Helm,DET,CA,C,0.7892225916513081
385,hemskal01,Ales,Hemsky,DAL,CS,RW,0.8108404359992494
386,hendrma01,Matt,Hendricks,WPG,US,C,0.7433608978150975
387,henriad01,Adam,Henrique,TOT,CA,C,0.83464692891471
