,Code,First_name,Last_name,Team,Nation,Position,Rating
261,porteke01,Kevin,Porter,PIT,US,C,0.7172776942796836
262,prustbr01,Brandon,Prust,VAN,CA,LW,0.6984315270897397
263,santomi01,Mike,Santorelli,ANA,CA,C,0.7058227050067807
264,sbisalu01,Luca,Sbisa,VEG,IT,D,0.7853411307977599
265,schenlu01,Luke,Schenn,ARI,CA,D,0.7458337533490832
266,schleda01,David,Schlemko,MTL,CA,D,0.7582474170632423
267,scottjo01,John,Scott,TOT,CA,LW,0.6888123012926215
268,simmowa01,Wayne,Simmonds,PHI,CA,RW,0.8640227721900129
269,smithza01,Zack,Smith,OTT,CA,C,0.7896733010022443
270,stamkst01,Steven,Stamkos,TBL,CA,C,0.9182099458820295
271,stewach02,Chris,Stewart,TOT,CA,RW,0.7148607791806265
272,suttebr03,Brandon,Sutter,VAN,US,C,0.8077339481435377
273,thompna01,Nate,Thompson,TOT,US,C,0.7043720793049626
274,tikhovi01,Viktor,Tikhonov,TOT,RU,RW,0.676687066493439
275,voracja01,Jakub,Voracek,PHI,CS,RW,0.8939572552564654
276,wardjo02,Joel,Ward,SJS,CA,RW,0.763666047637194
277,weberya01,Yannick,Weber,NSH,CH,D,0.6699896441173745
278,wheelbl01,Blake,Wheeler,WPG,US,RW,0.9238589496355976
279,bennja01,Jamie,Benn,DAL,CA,LW,0.9150755144714803
280,bodnaan01,Andrew,Bodnarchuk,TOT,CA,D,0.6626666701078278
281,boninni01,Nick,Bonino,NSH,US,C,0.8019725029134779
282,bozakty01,Tyler,Bozak,TOR,CA,C,0.835108944593404
283,carlsjo01,John,Carlson,WSH,US,D,0.8834577373437372
284,cluneri01,Rich,Clune,TOR,CA,LW,0.7701589775341824
285,coutulo01,Logan,Couture,SJS,CA,C,0.8746987517204476
286,cowenja01,Jared,Cowen,OTT,CA,D,0.7230305559724369
287,dadonev01,Evgeni,Dadonov,FLA,RU,RW,0.9103755855644033
288,delzomi01,Michael,Del Zotto,VAN,CA,D,0.8020176752602111
289,demerja01,Jason,Demers,ARI,CA,D,0.806558253235291
290,deshada01,David,Desharnais,NYR,CA,C,0.7499915701581533
291,duchema01,Matt,Duchene,TOT,CA,C,0.8592041206982941
292,ellerla01,Lars,Eller,WSH,DK,C,0.7862596108980888
293,engelde01,Deryk,Engelland,VEG,CA,D,0.7657433119313845
294,ennisty01,Tyler,Ennis,MIN,CA,C,0.7558550864355356
295,falkju01,Justin,Falk,BUF,CA,D,0.7135131736927987
296,fransco01,Cody,Franson,CHI,CA,D,0.7810213696844366
297,grabnmi01,Michael,Grabner,TOT,AT,RW,0.7903492769642647
298,gunnaca01,Carl,Gunnarsson,STL,SE,D,0.7179992173804985
299,haleymi01,Micheal,Haley,FLA,CA,C,0.6713196193381279
300,hedmavi01,Victor,Hedman,TBL,SE,D,0.9100924910853848
301,kadrina01,Nazem,Kadri,TOR,CA,C,0.8672442012895271
